orderid:,userid:,itemid:,gmv:,order_time:,Country ,,,
1137614,44315,4561522,98.0,5/9/17,,,,
1137624,30945,4296954,42.0,4/5/17,,,,
1137628,16509,1426740,30.0,4/29/17,,,,
1137635,58682,5673960,81.0,4/8/17,,,,
1137638,54760,4277084,33.0,1/21/17,,,,
1137642,57483,2374882,12.0,4/30/17,,,,
1137649,43520,7035766,43.0,3/14/17,,,,
1137659,15661,7971598,61.0,3/21/17,,,,
1137669,34432,7797234,90.0,4/17/17,,,,
1137679,60496,3294728,22.0,4/3/17,,,,
1137680,36642,5905246,33.0,2/22/17,,,,
1137681,65719,8330329,24.0,1/9/17,,,,
1137690,50447,5715581,65.0,1/14/17,,,,
1137692,46678,1884318,56.0,4/17/17,,,,
1137693,30410,2111701,61.0,5/27/17,,,,
1137695,33046,5353362,71.0,1/10/17,,,,
1137701,32895,9307495,23.0,1/25/17,,,,
1137705,57934,7129927,61.0,5/13/17,,,,
1137709,31549,4965393,48.0,5/2/17,,,,
1137710,14110,8889148,30.0,4/30/17,,,,
1137717,69511,2266972,50.0,2/18/17,,,,
1137724,45542,5607212,58.0,2/2/17,,,,
1137729,11846,2311489,67.0,3/25/17,,,,
1137731,64823,2689201,49.0,3/29/17,,,,
1137740,44240,5417093,41.0,6/1/17,,,,
1137747,45160,6414390,21.0,4/30/17,,,,
1137750,22554,3179134,73.0,5/10/17,,,,
1137757,48065,8667572,27.0,3/28/17,,,,
1137759,18181,6140053,77.0,3/14/17,,,,
1137763,46678,2386550,1.0,4/16/17,,,,
1137766,26178,4370945,72.0,5/14/17,,,,
1137776,41485,4520480,1.0,6/1/17,,,,
1137779,46555,8910034,48.0,3/14/17,,,,
1137781,30178,2457849,94.0,2/26/17,,,,
1137782,30783,2905013,57.0,5/2/17,,,,
1137785,37199,8913253,41.0,1/15/17,,,,
1137794,31871,9108291,66.0,5/15/17,,,,
1137803,49393,8614972,46.0,6/1/17,,,,
1137811,65470,6927389,44.0,3/18/17,,,,
1137812,19693,6100893,58.0,3/14/17,,,,
1137814,56736,4860415,59.0,5/3/17,,,,
1137819,14348,6324443,79.0,3/24/17,,,,
1137821,38515,1626656,48.0,4/29/17,,,,
1137827,38219,2480309,46.0,5/3/17,,,,
1137836,68622,3830834,84.0,3/22/17,,,,
1137839,57111,1521610,97.0,5/12/17,,,,
1137849,49387,7790092,43.0,5/11/17,,,,
1137857,62309,6148919,16.0,4/20/17,,,,
1137861,31738,8491061,70.0,3/13/17,,,,
1137864,59443,2712418,62.0,4/29/17,,,,
1137869,54068,3063901,37.0,4/30/17,,,,
1137876,55250,1533785,100.0,3/7/17,,,,
1137883,42940,1923116,13.0,5/26/17,,,,
1137886,51573,7466896,73.0,3/1/17,,,,
1137890,66444,3544730,15.0,4/14/17,,,,
1137899,60982,6408500,74.0,2/13/17,,,,
1137907,18434,9312918,71.0,1/21/17,,,,
1137909,28666,5198115,54.0,5/16/17,,,,
1137918,28346,4238004,66.0,4/26/17,,,,
1137923,14163,6153574,99.0,4/23/17,,,,
1137927,39360,9112357,74.0,3/2/17,,,,
1137931,36402,9273422,17.0,5/10/17,,,,
1137937,65928,1387655,30.0,4/24/17,,,,
1137946,34285,5871226,1.0,3/26/17,,,,
1137956,39914,3815488,28.0,3/17/17,,,,
1137962,63534,7649724,94.0,5/7/17,,,,
1137968,29770,8780710,44.0,5/16/17,,,,
1137971,18869,5557706,71.0,1/16/17,,,,
1137978,64674,1989225,82.0,2/9/17,,,,
1137979,66561,4280595,74.0,3/15/17,,,,
1137986,64155,3337750,53.0,5/6/17,,,,
1137992,51811,7424642,5.0,3/2/17,,,,
1137997,20239,4494389,86.0,2/26/17,,,,
1138001,63003,5986883,86.0,2/26/17,,,,
1138003,20274,1818538,30.0,1/19/17,,,,
1138005,19446,6559557,76.0,4/5/17,,,,
1138012,49048,1661030,26.0,2/8/17,,,,
1138017,43780,4543440,9.0,5/9/17,,,,
1138020,43545,8840064,46.0,5/28/17,,,,
1138021,68130,7212380,72.0,4/7/17,,,,
1138025,16889,4404947,3.0,2/16/17,,,,
1138032,23435,6690912,66.0,3/29/17,,,,
1138042,30997,8275222,59.0,5/22/17,,,,
1138046,43608,2797542,6.0,3/14/17,,,,
1138054,48128,8224407,84.0,3/8/17,,,,
1138061,52302,6867700,82.0,2/18/17,,,,
1138063,44010,4214317,18.0,2/15/17,,,,
1138064,14873,6340094,34.0,2/23/17,,,,
1138067,62309,2042570,86.0,3/19/17,,,,
1138072,59132,1813102,63.0,2/11/17,,,,
1138077,18997,2306000,95.0,2/18/17,,,,
1138085,11662,8015718,17.0,1/27/17,,,,
1138093,15882,6993729,15.0,2/22/17,,,,
1138098,43044,8697011,89.0,2/6/17,,,,
1138106,32801,4384796,34.0,2/21/17,,,,
1138114,10987,9250999,5.0,4/14/17,,,,
1138120,67019,2412319,25.0,1/4/17,,,,
1138127,36579,7027392,48.0,1/6/17,,,,
1138135,50710,2367492,42.0,2/6/17,,,,
1138138,16672,6813212,90.0,2/19/17,,,,
1138145,48255,1502782,71.0,3/29/17,,,,
1138146,14462,9283075,77.0,1/1/17,,,,
1138155,69902,8158907,19.0,1/21/17,,,,
1138162,30342,1860960,26.0,4/19/17,,,,
1138168,30945,4692685,67.0,1/31/17,,,,
1138172,33687,3717819,95.0,1/16/17,,,,
1138182,46507,6842943,9.0,4/5/17,,,,
1138189,37073,2383379,87.0,3/19/17,,,,
1138192,58699,1683855,93.0,4/13/17,,,,
1138195,29584,8770873,79.0,1/16/17,,,,
1138197,51171,7624370,22.0,2/13/17,,,,
1138203,36441,5657438,79.0,2/8/17,,,,
1138205,62893,5174315,42.0,1/26/17,,,,
1138215,15003,5959102,47.0,3/17/17,,,,
1138224,27065,3245913,43.0,4/17/17,,,,
1138226,45827,8595416,100.0,1/19/17,,,,
1138235,65602,6116074,2.0,4/7/17,,,,
1138245,58505,7611155,34.0,3/2/17,,,,
1138255,27298,1579671,3.0,4/26/17,,,,
1138263,40315,2370324,39.0,4/15/17,,,,
1138266,44834,8441368,96.0,3/6/17,,,,
1138273,25753,7202712,58.0,1/17/17,,,,
1138279,26088,8854577,36.0,4/19/17,,,,
1138284,68617,4997472,91.0,2/1/17,,,,
1138294,34854,9213665,41.0,4/2/17,,,,
1138304,17857,4887890,11.0,5/6/17,,,,
1138308,61023,6116264,83.0,4/1/17,,,,
1138311,59374,7226419,48.0,2/11/17,,,,
1138317,18119,4234193,42.0,2/3/17,,,,
1138321,47181,3744404,9.0,1/12/17,,,,
1138325,45242,2925146,61.0,2/22/17,,,,
1138335,47173,8595684,72.0,1/2/17,,,,
1138337,12784,4798034,92.0,5/27/17,,,,
1138340,28787,8195142,21.0,4/25/17,,,,
1138347,48565,6182418,26.0,3/7/17,,,,
1138357,48225,7013632,27.0,1/11/17,,,,
1138360,60086,1758042,70.0,3/26/17,,,,
1138363,60059,2035363,36.0,1/25/17,,,,
1138364,17399,5827741,50.0,5/26/17,,,,
1138365,42264,7216864,33.0,1/18/17,,,,
1138374,66021,4866474,52.0,3/2/17,,,,
1138379,49246,7099624,36.0,2/14/17,,,,
1138387,34286,8762242,55.0,1/29/17,,,,
1138393,50249,6396595,52.0,5/1/17,,,,
1138403,12850,4110910,64.0,3/12/17,,,,
1138407,24622,2277855,72.0,3/24/17,,,,
1138414,61606,2081016,2.0,3/8/17,,,,
1138416,24046,2711564,19.0,2/24/17,,,,
1138422,12477,4320756,72.0,2/12/17,,,,
1138429,21168,6994864,34.0,3/20/17,,,,
1138431,40307,7596563,76.0,2/20/17,,,,
1138435,58665,4245767,15.0,5/27/17,,,,
1138442,17724,6312532,80.0,4/7/17,,,,
1138446,59915,4475756,91.0,3/29/17,,,,
1138451,33996,3008396,48.0,3/27/17,,,,
1138453,49130,7877546,49.0,4/6/17,,,,
1138455,61043,4448803,13.0,3/25/17,,,,
1138465,11020,9245962,4.0,3/2/17,,,,
1138470,41752,7096978,3.0,4/17/17,,,,
1138477,30751,8700389,39.0,3/21/17,,,,
1138487,56179,8708871,43.0,1/5/17,,,,
1138490,65163,6330862,76.0,5/11/17,,,,
1138496,56642,8685139,39.0,2/11/17,,,,
1138499,33725,1882525,83.0,2/28/17,,,,
1138503,61766,7307342,91.0,1/16/17,,,,
1138504,40191,8759076,83.0,4/4/17,,,,
1138512,44546,8952810,2.0,3/20/17,,,,
1138517,29856,2250026,73.0,1/25/17,,,,
1138527,17477,5076515,51.0,3/11/17,,,,
1138536,34053,4613319,55.0,3/30/17,,,,
1138541,51363,8004921,5.0,4/30/17,,,,
1138544,41588,1359695,60.0,5/27/17,,,,
1138551,22523,2154558,5.0,4/15/17,,,,
1138560,17145,7863857,45.0,2/17/17,,,,
1138569,21618,6349894,51.0,4/25/17,,,,
1138575,46808,2215934,33.0,2/1/17,,,,
1138581,16830,5769474,60.0,1/16/17,,,,
1138582,29386,4853278,31.0,1/6/17,,,,
1138585,68283,4044020,30.0,1/9/17,,,,
1138590,32163,3297107,7.0,1/12/17,,,,
1138595,32846,8258010,57.0,4/12/17,,,,
1138600,57716,5361883,29.0,4/13/17,,,,
1138609,55858,5788793,36.0,2/21/17,,,,
1138614,34003,5350282,7.0,1/20/17,,,,
1138618,40715,1845759,13.0,2/17/17,,,,
1138622,29279,4340598,29.0,1/28/17,,,,
1138624,50100,5357273,40.0,5/2/17,,,,
1138626,48632,2785210,38.0,3/27/17,,,,
1138634,47553,3916330,54.0,1/7/17,,,,
1138635,26029,1313597,43.0,2/6/17,,,,
1138642,52464,2990802,93.0,4/21/17,,,,
1138643,37800,5442765,1.0,5/29/17,,,,
1138652,32602,3811278,99.0,3/3/17,,,,
1138661,17390,8924746,52.0,4/6/17,,,,
1138667,56395,4300832,14.0,5/30/17,,,,
1138672,50764,5237670,3.0,5/18/17,,,,
1138673,20771,8475236,86.0,4/18/17,,,,
1138679,37426,6342672,69.0,5/7/17,,,,
1138680,36300,3380425,65.0,3/22/17,,,,
1138681,49930,2524886,27.0,2/17/17,,,,
1138683,12658,6490234,5.0,5/6/17,,,,
1138693,60928,9268844,80.0,2/16/17,,,,
1138694,13074,7267744,44.0,3/8/17,,,,
1138699,51981,9152548,16.0,4/30/17,,,,
1138707,64631,9153124,61.0,4/12/17,,,,
1138713,65671,8189961,77.0,4/28/17,,,,
1138720,59066,8022080,83.0,3/26/17,,,,
1138726,33230,2857895,58.0,6/1/17,,,,
1138732,29228,7940133,31.0,1/6/17,,,,
1138742,12467,2707387,64.0,5/25/17,,,,
1138746,11024,1799050,43.0,4/16/17,,,,
1138755,17589,9306133,32.0,3/27/17,,,,
1138765,30298,8770336,47.0,4/26/17,,,,
1138774,36731,1718461,33.0,4/25/17,,,,
1138784,13084,4832783,22.0,5/15/17,,,,
1138790,60500,8978807,69.0,5/26/17,,,,
1138794,50247,6076289,66.0,6/1/17,,,,
1138798,59100,8553751,16.0,5/2/17,,,,
1138801,18757,8171843,32.0,1/26/17,,,,
1138803,14083,8362534,54.0,2/12/17,,,,
1138807,60694,8358050,62.0,1/20/17,,,,
1138817,32776,7539273,39.0,4/6/17,,,,
1138825,12467,3205043,89.0,3/14/17,,,,
1138833,53615,3824968,72.0,3/10/17,,,,
1138835,60443,7961445,78.0,4/4/17,,,,
1138845,16021,7669860,81.0,3/14/17,,,,
1138850,59941,3487418,48.0,3/19/17,,,,
1138859,43398,6294803,20.0,2/10/17,,,,
1138863,38219,3027824,73.0,2/5/17,,,,
1138867,43861,1899323,86.0,1/14/17,,,,
1138877,24178,8763722,33.0,2/7/17,,,,
1138881,23809,2472093,39.0,5/20/17,,,,
1138890,57502,8859163,95.0,3/21/17,,,,
1138891,40068,8486091,84.0,3/4/17,,,,
1138896,46662,5298851,68.0,1/2/17,,,,
1138898,68665,5919074,31.0,4/20/17,,,,
1138900,10391,4749636,72.0,5/2/17,,,,
1138904,55222,4344624,39.0,3/25/17,,,,
1138908,55501,9094576,39.0,1/9/17,,,,
1138911,23802,6959582,6.0,1/15/17,,,,
1138915,46612,2823562,26.0,5/4/17,,,,
1138918,18050,2515290,11.0,4/17/17,,,,
1138925,24980,8180709,3.0,1/6/17,,,,
1138926,50688,6449215,23.0,4/3/17,,,,
1138931,55041,6769851,46.0,5/10/17,,,,
1138940,37345,6330819,89.0,1/8/17,,,,
1138944,44043,1541562,87.0,4/28/17,,,,
1138953,47817,2268321,36.0,2/5/17,,,,
1138962,60055,2890518,7.0,5/24/17,,,,
1138970,42435,7946750,17.0,3/16/17,,,,
1138979,51913,6745120,97.0,5/16/17,,,,
1138987,21962,8651206,17.0,2/9/17,,,,
1138995,14675,6815324,82.0,3/20/17,,,,
1139004,58234,2780344,96.0,4/25/17,,,,
1139005,62579,7674000,90.0,1/9/17,,,,
1139008,26072,2266635,62.0,1/31/17,,,,
1139011,12307,8845959,77.0,1/6/17,,,,
1139019,28617,9205208,95.0,1/28/17,,,,
1139024,19551,3047909,68.0,5/9/17,,,,
1139032,33539,7435517,42.0,3/2/17,,,,
1139036,38024,6946742,59.0,2/6/17,,,,
1139041,35459,3277549,73.0,2/8/17,,,,
1139048,16362,4876188,8.0,4/27/17,,,,
1139050,32043,3357848,29.0,4/20/17,,,,
1139053,26185,3397495,97.0,3/14/17,,,,
1139055,70053,2669891,20.0,2/5/17,,,,
1139056,24361,3193579,66.0,3/27/17,,,,
1139061,50325,2686521,55.0,5/8/17,,,,
1139064,40802,2046443,55.0,4/15/17,,,,
1139068,14854,1679134,30.0,3/29/17,,,,
1139076,18262,1890055,7.0,4/2/17,,,,
1139086,65883,4689300,99.0,3/12/17,,,,
1139094,26649,6298238,64.0,4/22/17,,,,
1139100,49346,5368700,21.0,2/27/17,,,,
1139105,11293,7571765,99.0,3/31/17,,,,
1139108,25747,5229188,61.0,2/11/17,,,,
1139115,35901,3051991,42.0,3/5/17,,,,
1139124,14111,5674441,34.0,4/18/17,,,,
1139129,33742,7985911,12.0,5/8/17,,,,
1139130,14803,3902278,76.0,1/14/17,,,,
1139137,26309,7840141,75.0,1/14/17,,,,
1139143,56339,2873956,71.0,5/24/17,,,,
1139146,52294,6308316,48.0,1/27/17,,,,
1139148,62638,3902155,27.0,1/19/17,,,,
1139149,56351,1439757,26.0,1/29/17,,,,
1139153,29238,1811949,12.0,3/22/17,,,,
1139163,48232,4723771,19.0,1/1/17,,,,
1139164,35222,6979699,7.0,4/13/17,,,,
1139167,42747,7941966,17.0,1/13/17,,,,
1139172,11639,5781380,14.0,1/2/17,,,,
1139178,50472,2125970,48.0,2/18/17,,,,
1139179,68991,7514747,95.0,2/5/17,,,,
1139182,26967,7043490,2.0,4/14/17,,,,
1139186,36149,3760343,65.0,3/16/17,,,,
1139187,21669,3034495,93.0,2/12/17,,,,
1139190,32731,3245152,90.0,1/15/17,,,,
1139195,42699,4237934,15.0,4/12/17,,,,
1139204,66583,1499732,84.0,2/22/17,,,,
1139213,63811,4905297,39.0,3/11/17,,,,
1139219,32704,6345062,92.0,3/28/17,,,,
1139222,25292,3083051,54.0,1/23/17,,,,
1139225,27835,1521726,54.0,1/18/17,,,,
1139232,15282,8000439,64.0,2/7/17,,,,
1139239,55325,8584169,62.0,4/18/17,,,,
1139247,54861,2055259,5.0,2/16/17,,,,
1139251,32295,6181579,35.0,3/21/17,,,,
1139257,58029,7055704,60.0,5/10/17,,,,
1139262,47827,4877799,17.0,4/16/17,,,,
1139272,50897,4127818,69.0,5/25/17,,,,
1139278,67019,3241363,14.0,4/17/17,,,,
1139286,28290,5416798,43.0,3/17/17,,,,
1139287,33646,3214654,10.0,4/27/17,,,,
1139293,54952,8782177,69.0,5/27/17,,,,
1139296,69803,2717058,43.0,5/27/17,,,,
1139298,47742,5351710,16.0,1/4/17,,,,
1139306,20517,7203160,44.0,3/3/17,,,,
1139309,47084,8936033,94.0,1/11/17,,,,
1139314,44507,3720815,24.0,1/1/17,,,,
1139317,55971,3040124,45.0,2/12/17,,,,
1139323,38436,4085804,22.0,4/29/17,,,,
1139332,55558,7119975,51.0,1/6/17,,,,
1139337,45109,3539469,3.0,3/15/17,,,,
1139340,51668,2617799,45.0,5/4/17,,,,
1139348,19692,1750248,7.0,5/10/17,,,,
1139355,51971,7130218,13.0,5/12/17,,,,
1139365,12442,1365758,42.0,4/4/17,,,,
1139366,30023,8708161,15.0,1/4/17,,,,
1139372,32578,8440673,34.0,2/1/17,,,,
1139374,44261,6919238,21.0,2/16/17,,,,
1139380,22350,5347753,24.0,1/14/17,,,,
1139381,51339,3326334,76.0,5/1/17,,,,
1139382,43236,8240936,88.0,5/21/17,,,,
1139384,38152,7902320,11.0,3/15/17,,,,
1139387,41904,2939260,84.0,3/2/17,,,,
1139389,45380,3582523,89.0,5/14/17,,,,
1139390,10794,1673407,87.0,3/24/17,,,,
1139397,42021,8962278,11.0,3/19/17,,,,
1139403,15166,5976423,83.0,3/22/17,,,,
1139406,68451,7553081,19.0,1/25/17,,,,
1139412,42632,2696980,44.0,5/28/17,,,,
1139420,29162,8776262,78.0,5/8/17,,,,
1139423,31370,2942396,81.0,4/13/17,,,,
1139433,40591,4071621,77.0,4/7/17,,,,
1139443,14524,3493811,21.0,1/2/17,,,,
1139451,19733,5353170,94.0,6/1/17,,,,
1139457,69396,5837222,82.0,5/8/17,,,,
1139459,55095,3647299,94.0,5/22/17,,,,
1139468,31034,5028345,28.0,5/5/17,,,,
1139474,63924,2330922,4.0,4/18/17,,,,
1139482,68771,4122275,9.0,3/23/17,,,,
1139490,64167,8695374,43.0,2/7/17,,,,
1139491,54518,7736071,1.0,5/9/17,,,,
1139495,10643,9033098,44.0,2/20/17,,,,
1139504,67037,6165458,24.0,1/16/17,,,,
1139505,57386,5985910,84.0,5/2/17,,,,
1139511,34994,2066611,35.0,5/13/17,,,,
1139515,49668,7303695,76.0,4/20/17,,,,
1139523,12622,8935679,99.0,1/16/17,,,,
1139528,15194,5912031,18.0,1/30/17,,,,
1139536,20530,4487033,61.0,1/16/17,,,,
1139545,56937,6228315,54.0,4/11/17,,,,
1139554,36246,1858494,10.0,6/1/17,,,,
1139562,40368,3664402,70.0,1/19/17,,,,
1139565,60302,6502481,45.0,2/21/17,,,,
1139568,12167,1454182,38.0,4/23/17,,,,
1139570,47913,7186954,31.0,5/7/17,,,,
1139578,57416,5076429,10.0,2/3/17,,,,
1139582,39367,7283484,76.0,4/29/17,,,,
1139586,13055,5916925,3.0,5/7/17,,,,
1139592,55685,6793935,59.0,3/20/17,,,,
1139601,39978,3977507,31.0,4/3/17,,,,
1139606,42486,1654294,46.0,2/19/17,,,,
1139607,15143,2343970,21.0,2/8/17,,,,
1139608,37561,1944355,84.0,5/9/17,,,,
1139612,31475,4887072,76.0,1/3/17,,,,
1139620,67646,7351585,28.0,1/19/17,,,,
1139623,40548,4042158,1.0,3/2/17,,,,
1139631,22672,5112762,48.0,2/27/17,,,,
1139637,22922,8948470,6.0,5/23/17,,,,
1139647,22392,8360906,1.0,2/4/17,,,,
1139650,11610,5526999,17.0,1/27/17,,,,
1139657,60324,3665697,26.0,5/26/17,,,,
1139663,44826,4145328,38.0,5/5/17,,,,
1139672,61542,3692429,91.0,5/21/17,,,,
1139680,33807,7169330,58.0,5/8/17,,,,
1139690,60468,2616794,40.0,5/14/17,,,,
1139698,23306,6913353,87.0,5/14/17,,,,
1139703,67219,1837316,34.0,3/10/17,,,,
1139711,14299,3767354,68.0,3/10/17,,,,
1139716,43449,8424368,40.0,2/16/17,,,,
1139725,20468,8243100,9.0,5/19/17,,,,
1139735,55249,2083450,98.0,3/18/17,,,,
1139741,15397,4840246,87.0,5/2/17,,,,
1139742,27163,4658226,90.0,3/7/17,,,,
1139746,38594,2952681,29.0,4/30/17,,,,
1139755,37643,3833411,29.0,3/13/17,,,,
1139764,56025,6018495,48.0,1/5/17,,,,
1139768,69017,8205551,1.0,5/8/17,,,,
1139775,23461,6885741,26.0,2/3/17,,,,
1139784,39592,2809368,83.0,1/12/17,,,,
1139786,44050,6322284,42.0,2/25/17,,,,
1139791,26975,7786309,58.0,2/17/17,,,,
1139792,40274,8358660,11.0,4/5/17,,,,
1139797,64652,3380463,21.0,2/10/17,,,,
1139799,29141,4860056,8.0,4/12/17,,,,
1139804,31549,8765603,43.0,4/28/17,,,,
1139813,51033,8456085,64.0,4/19/17,,,,
1139816,44050,6913050,77.0,1/2/17,,,,
1139817,60585,2025061,64.0,2/7/17,,,,
1139819,43468,2600316,10.0,1/2/17,,,,
1139829,30403,8123535,42.0,1/20/17,,,,
1139832,65588,1948231,14.0,3/26/17,,,,
1139839,65550,6483808,85.0,2/3/17,,,,
1139845,62406,8129507,6.0,1/22/17,,,,
1139846,42471,7430429,23.0,1/12/17,,,,
1139849,56278,1622297,98.0,4/30/17,,,,
1139852,20636,6789765,12.0,2/22/17,,,,
1139859,32284,7857118,15.0,2/1/17,,,,
1139867,29427,8856179,5.0,3/6/17,,,,
1139873,61129,8161537,61.0,2/13/17,,,,
1139877,33005,4568094,75.0,5/26/17,,,,
1139883,13416,8689704,15.0,3/2/17,,,,
1139889,54950,2813956,16.0,1/22/17,,,,
1139891,14523,5212298,39.0,4/2/17,,,,
1139894,58308,8900488,76.0,4/19/17,,,,
1139895,18533,6521622,48.0,5/16/17,,,,
1139897,52934,3858231,15.0,1/18/17,,,,
1139903,60398,7473254,74.0,5/27/17,,,,
1139905,43744,5825020,13.0,2/14/17,,,,
1139908,58114,6869761,30.0,1/15/17,,,,
1139916,10799,6976448,13.0,4/20/17,,,,
1139925,38003,6471278,75.0,2/21/17,,,,
1139934,36176,4435905,88.0,4/15/17,,,,
1139937,39895,8211490,47.0,5/8/17,,,,
1139945,23326,6786351,87.0,4/10/17,,,,
1139951,39446,4400567,57.0,1/12/17,,,,
1139958,65210,4367405,4.0,4/14/17,,,,
1139968,55408,1726532,79.0,3/20/17,,,,
1139972,32564,3480244,18.0,2/2/17,,,,
1139981,23303,4533974,58.0,3/20/17,,,,
1139986,25037,7501698,5.0,2/18/17,,,,
1139991,18387,9201408,60.0,5/11/17,,,,
1139994,52478,2659784,32.0,4/24/17,,,,
1139998,30793,7114212,71.0,4/29/17,,,,
1139999,48139,4590505,29.0,3/18/17,,,,
1140006,22400,3506300,84.0,2/25/17,,,,
1140016,21985,6151783,39.0,5/28/17,,,,
1140018,63452,7299751,17.0,5/15/17,,,,
1140028,41638,8744571,3.0,5/25/17,,,,
1140032,11414,8578589,28.0,4/19/17,,,,
1140036,46137,4358966,46.0,1/31/17,,,,
1140042,43919,7444587,8.0,3/6/17,,,,
1140051,60618,7491463,87.0,3/6/17,,,,
1140055,66029,2661743,23.0,3/17/17,,,,
1140064,61417,9195838,82.0,1/11/17,,,,
1140071,30435,7384981,60.0,4/2/17,,,,
1140072,55256,6212335,96.0,1/15/17,,,,
1140076,67145,6212844,47.0,4/30/17,,,,
1140086,61332,6477378,84.0,1/5/17,,,,
1140091,66899,3990485,38.0,5/31/17,,,,
1140101,46659,4413364,83.0,1/13/17,,,,
1140106,12759,6821699,78.0,5/12/17,,,,
1140108,48994,3829475,10.0,3/5/17,,,,
1140115,43710,8476884,62.0,1/19/17,,,,
1140119,52597,5756643,80.0,1/4/17,,,,
1140126,38390,8481237,84.0,1/30/17,,,,
1140136,11056,5145087,45.0,4/28/17,,,,
1140142,58093,4283461,25.0,5/15/17,,,,
1140147,36966,6498802,69.0,1/27/17,,,,
1140152,28453,7306787,17.0,1/6/17,,,,
1140154,21871,2824337,65.0,3/12/17,,,,
1140156,40829,2709148,13.0,5/5/17,,,,
1140162,44179,4695436,75.0,3/25/17,,,,
1140170,31798,8285943,30.0,1/16/17,,,,
1140178,12133,7161635,49.0,1/23/17,,,,
1140184,45126,5640221,65.0,1/7/17,,,,
1140187,43796,5497591,12.0,5/30/17,,,,
1140197,64357,9090614,11.0,4/28/17,,,,
1140199,30330,3564886,94.0,5/6/17,,,,
1140208,26654,8740430,35.0,3/26/17,,,,
1140217,34994,1850552,14.0,3/4/17,,,,
1140221,26178,4560631,45.0,4/14/17,,,,
1140223,36149,5488359,68.0,2/19/17,,,,
1140230,27650,3435522,66.0,4/23/17,,,,
1140237,58246,4878288,99.0,4/22/17,,,,
1140243,19620,7047054,66.0,3/26/17,,,,
1140248,19461,5742422,45.0,4/17/17,,,,
1140249,64445,8357064,41.0,3/2/17,,,,
1140256,35745,3335275,55.0,5/24/17,,,,
1140266,33269,7993987,44.0,2/24/17,,,,
1140270,30640,2899359,77.0,4/14/17,,,,
1140277,13530,1333568,19.0,4/18/17,,,,
1140282,55672,3730196,38.0,5/30/17,,,,
1140284,25020,5999802,75.0,1/3/17,,,,
1140288,57322,2778167,82.0,3/25/17,,,,
1140296,24617,5617833,53.0,3/1/17,,,,
1140306,47228,4149185,66.0,5/13/17,,,,
1140310,33202,2318584,39.0,2/27/17,,,,
1140312,49040,3688759,69.0,1/3/17,,,,
1140314,54718,5992706,26.0,4/5/17,,,,
1140324,22252,3926245,44.0,1/3/17,,,,
1140331,51208,7363330,8.0,1/15/17,,,,
1140332,52236,2146798,52.0,4/8/17,,,,
1140340,62078,9128260,50.0,3/16/17,,,,
1140341,37571,3340990,78.0,4/12/17,,,,
1140350,63309,5997034,11.0,3/24/17,,,,
1140356,39563,7418514,39.0,1/31/17,,,,
1140357,68144,1795473,54.0,1/30/17,,,,
1140360,22270,2748055,54.0,5/2/17,,,,
1140368,48084,4515952,25.0,4/22/17,,,,
1140374,46343,7217477,32.0,5/20/17,,,,
1140383,66939,8100789,72.0,3/27/17,,,,
1140386,10971,7493080,83.0,2/19/17,,,,
1140389,59230,8042951,88.0,4/20/17,,,,
1140397,50297,6363998,8.0,5/30/17,,,,
1140407,45476,7602648,99.0,1/2/17,,,,
1140414,30024,9240321,92.0,4/25/17,,,,
1140418,18885,4801039,33.0,2/16/17,,,,
1140427,44040,3855066,86.0,1/31/17,,,,
1140431,67413,3416148,82.0,4/10/17,,,,
1140434,12443,7684670,68.0,5/27/17,,,,
1140436,27576,8339148,84.0,5/5/17,,,,
1140437,37110,6448309,44.0,1/18/17,,,,
1140446,51272,6830040,67.0,1/29/17,,,,
1140453,16290,4765725,34.0,1/23/17,,,,
1140463,46342,9066002,97.0,1/9/17,,,,
1140468,47704,2767010,91.0,3/31/17,,,,
1140476,15962,5205866,33.0,3/19/17,,,,
1140485,29319,8268147,41.0,4/12/17,,,,
1140494,24522,7185641,96.0,3/16/17,,,,
1140500,42161,5137906,83.0,3/7/17,,,,
1140507,53818,5822513,36.0,1/5/17,,,,
1140512,34046,2721740,12.0,3/17/17,,,,
1140521,60725,2548802,68.0,1/18/17,,,,
1140530,23505,5264925,48.0,1/7/17,,,,
1140537,48149,1801857,88.0,5/28/17,,,,
1140544,10409,4857012,63.0,5/15/17,,,,
1140547,63769,8052790,48.0,4/2/17,,,,
1140554,30164,1869863,6.0,4/21/17,,,,
1140559,63981,6531215,60.0,5/23/17,,,,
1140565,16606,7051730,3.0,3/13/17,,,,
1140568,42802,8578244,69.0,3/15/17,,,,
1140575,41475,7189932,14.0,2/24/17,,,,
1140582,53084,8065808,13.0,4/17/17,,,,
1140584,23996,6031477,97.0,3/28/17,,,,
1140594,57947,8790813,84.0,3/28/17,,,,
1140596,12893,6369770,81.0,3/12/17,,,,
1140599,28051,4884462,82.0,5/2/17,,,,
1140606,37433,7223357,42.0,1/25/17,,,,
1140613,41365,9253859,99.0,2/21/17,,,,
1140616,17430,8163418,34.0,4/9/17,,,,
1140622,54620,2312843,60.0,1/11/17,,,,
1140628,31579,2501776,30.0,2/8/17,,,,
1140631,52856,2681708,35.0,3/29/17,,,,
1140639,61578,3452382,18.0,2/10/17,,,,
1140646,17838,1306055,70.0,1/31/17,,,,
1140653,56339,2831251,93.0,5/10/17,,,,
1140655,48790,9149637,81.0,5/5/17,,,,
